NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,Class_Num,CLASS_CATEGORY,SALE DATE-day,SALE DATE-month,SALE DATE-year
CHELSEA,08  RENTALS - ELEVATOR APARTMENTS,2,745,26,Residential,313 WEST 21 STREET                        ,10011,35,0,35,4938,20496,1938,2,Residential,6250000,2009-05-20,08,RENTALS ,20,5,2009
CHELSEA,08  RENTALS - ELEVATOR APARTMENTS,2,775,44,Residential,200 WEST 26 STREET                        ,10001,231,3,234,12994,264000,2000,2,Residential,34962084,2009-12-23,08,RENTALS ,23,12,2009
CHELSEA,08  RENTALS - ELEVATOR APARTMENTS,2,775,46,Residential,220 WEST 26 STREET                        ,10001,125,4,129,17700,136477,2000,2,Residential,77207114,2009-12-23,08,RENTALS ,23,12,2009
CHELSEA,08  RENTALS - ELEVATOR APARTMENTS,2,800,20,Residential,135 WEST 24 STREET                        ,10011,23,1,24,2925,12609,1901,2,Residential,10000,2009-12-30,08,RENTALS ,30,12,2009
CHELSEA,08  RENTALS - ELEVATOR APARTMENTS,2,802,1,Residential,283 7 AVENUE                              ,10001,15,3,18,4942,25144,1920,2,Residential,0,2009-03-19,08,RENTALS ,19,3,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,719,33,Residential," 411 WEST 21ST STREET, 4                   ",10011,0,0,0,0,0,1900,2,Residential,98782,2009-10-28,09,COOPS ,28,10,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,720,21,Residential," 453 WEST 22ND STREET, 3R                  ",10011,0,0,0,0,0,1900,2,Residential,290000,2009-06-15,09,COOPS ,15,6,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,720,34,Residential," 429 WEST 22ND STREET, 3E                  ",10011,0,0,0,0,0,1850,2,Residential,980000,2009-10-21,09,COOPS ,21,10,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,720,42,Residential," 411 WEST 22ND   STREET, RES               ",10011,0,0,0,0,0,1900,2,Residential,432000,2009-04-03,09,COOPS ,3,4,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,720,61,Residential," 428 WEST 23RD STREET, A                   ",10011,0,0,0,0,0,1900,2,Residential,1380000,2009-07-30,09,COOPS ,30,7,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,720,63,Residential," 430 WEST 23RD STREET, F                   ",10011,0,0,0,0,0,1920,2,Residential,1385000,2009-08-07,09,COOPS ,7,8,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,720,68,Residential," 442 WEST 23RD STREET, E                   ",10011,0,0,0,0,0,1900,2,Residential,1040000,2009-12-22,09,COOPS ,22,12,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,720,72,Residential," 450 WEST 23RD, 1A                         ",10011,0,0,0,0,0,1900,2,Residential,1375000,2009-10-13,09,COOPS ,13,10,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,738,23,Residential," 321 WEST 14TH STREET, 4                   ",10014,0,0,0,0,0,1900,2,Residential,900000,2009-12-14,09,COOPS ,14,12,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,738,51,Residential," 318 WEST 15TH STREET, 1C                  ",10011,0,0,0,0,0,1900,2,Residential,423000,2009-10-09,09,COOPS ,9,10,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,738,51,Residential," 318 WEST 15TH STREET, 2A                  ",10011,0,0,0,0,0,1900,2,Residential,395000,2009-10-30,09,COOPS ,30,10,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,742,60,Residential," 340 WEST 19TH STREET, 17                  ",10011,0,0,0,0,0,1920,2,Residential,0,2009-04-02,09,COOPS ,2,4,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,742,60,Residential," 340 WEST 19TH STREET, 15                  ",10011,0,0,0,0,0,1920,2,Residential,700000,2009-08-20,09,COOPS ,20,8,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,743,24,Residential," 329 WEST 19TH STREET, 4                   ",10011,0,0,0,0,0,1920,2,Residential,724000,2009-05-15,09,COOPS ,15,5,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,743,80,Residential," 160 NINTH AVENUE, 4R                      ",10011,0,0,0,0,0,1920,2,Residential,380000,2009-05-13,09,COOPS ,13,5,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,744,3,Residential," 360 WEST 21 STREET, 5L                    ",10011,0,0,0,0,0,1940,2,Residential,460000,2009-12-07,09,COOPS ,7,12,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,744,11,Residential," 351 WEST 20TH   STREET, 4                 ",10011,0,0,0,0,0,1900,2,Residential,680000,2009-05-12,09,COOPS ,12,5,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,744,18,Residential," 337 WEST 20TH STREET, 1B                  ",10011,0,0,0,0,0,1850,2,Residential,665000,2009-06-05,09,COOPS ,5,6,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,744,32,Residential," 309 WEST 20TH STREET, 6F                  ",10011,0,0,0,0,0,1850,2,Residential,420000,2009-08-17,09,COOPS ,17,8,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,745,16,Residential," 335 WEST 21ST STREET, RW                  ",10011,0,0,0,0,0,1920,2,Residential,660000,2009-05-01,09,COOPS ,1,5,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,745,16,Residential," 335 WEST 21ST STREET, 1RE                 ",10011,0,0,0,0,0,1920,2,Residential,348000,2009-07-30,09,COOPS ,30,7,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,745,17,Residential," 333 WEST 21ST STREET, FW                  ",10011,0,0,0,0,0,1900,2,Residential,355000,2009-12-04,09,COOPS ,4,12,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,745,47,Residential," 316 WEST 22ND, 3                          ",10011,0,0,0,0,0,1900,2,Residential,1150000,2009-12-08,09,COOPS ,8,12,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,746,71,Residential," 354 WEST 23RD STREET, 2B                  ",10011,0,0,0,0,0,1900,2,Residential,310000,2009-06-10,09,COOPS ,10,6,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,746,72,Residential," 356 WEST 23RD STREET, 4A                  ",10011,0,0,0,0,0,1910,2,Residential,579500,2009-07-22,09,COOPS ,22,7,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,746,72,Residential," 356 WEST 23RD   STREET, 1BC               ",10011,0,0,0,0,0,1910,2,Residential,833000,2009-09-11,09,COOPS ,11,9,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,753,6,Residential," 359 WEST 29TH STREET, 2                   ",10001,0,0,0,0,0,1921,2,Residential,835000,2009-04-22,09,COOPS ,22,4,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,753,8,Residential," 355 WEST 29TH STREET, 5B                  ",10001,0,0,0,0,0,1900,2,Residential,625000,2009-05-14,09,COOPS ,14,5,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,753,13,Residential," 345 WEST 29TH STREET, 4                   ",10001,0,0,0,0,0,1900,2,Residential,824500,2009-08-20,09,COOPS ,20,8,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,765,59,Residential," 228 WEST 16TH STREET, 4-C                 ",10011,0,0,0,0,0,1901,2,Residential,679000,2009-05-27,09,COOPS ,27,5,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,765,62,Residential," 234 WEST 16TH STREET, 5D                  ",10011,0,0,0,0,0,1915,2,Residential,405000,2009-02-13,09,COOPS ,13,2,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,766,23,Residential," 227 WEST 16TH STREET, 3WF                 ",10011,0,0,0,0,0,1910,2,Residential,305000,2009-07-23,09,COOPS ,23,7,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,770,68,Residential," 252 WEST 21ST STREET, GARDEN              ",10011,0,0,0,0,0,1910,2,Residential,870000,2009-12-23,09,COOPS ,23,12,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,770,70,Residential," 260 WEST 21ST   STREET, 3K                ",10011,0,0,0,0,0,1900,2,Residential,412500,2009-08-27,09,COOPS ,27,8,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,770,70,Residential," 260 WEST 21ST STREET, 1K                  ",10011,0,0,0,0,0,1900,2,Residential,425000,2009-01-13,09,COOPS ,13,1,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,770,70,Residential," 256 WEST 21ST   STREET, 4B                ",10011,0,0,0,0,0,1900,2,Residential,350000,2009-11-13,09,COOPS ,13,11,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,770,70,Residential," 256 WEST 21ST STREET, 1D                  ",10011,0,0,0,0,0,1900,2,Residential,560000,2009-12-29,09,COOPS ,29,12,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,772,12,Residential," 261 WEST 22ND STREET, 35                  ",10011,0,0,0,0,0,1917,2,Residential,615000,2009-04-21,09,COOPS ,21,4,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,791,68,Residential," 140 WEST 16TH STREET, 2W                  ",10011,0,0,0,0,0,1915,2,Residential,1330000,2009-07-15,09,COOPS ,15,7,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,791,70,Residential," 146 WEST 16TH STREET, 1A                  ",10011,0,0,0,0,0,1920,2,Residential,549855,2009-05-18,09,COOPS ,18,5,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,791,70,Residential," 146 WEST 16TH STREET, 2A                  ",10011,0,0,0,0,0,1920,2,Residential,490000,2009-09-24,09,COOPS ,24,9,2009
CHELSEA,09  COOPS - WALKUP APARTMENTS,2,791,71,Residential," 148 WEST 16TH, 7                          ",10011,0,0,0,0,0,1920,2,Residential,440000,2009-05-01,09,COOPS ,1,5,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,694,42,Residential," 520 W 23RD ST, 15G                        ",10011,0,0,0,0,0,2003,2,Residential,799000,2009-03-17,10,COOPS ,17,3,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,694,42,Residential," 520 WEST 23RD STREET, 12G                 ",10011,0,0,0,0,0,2003,2,Residential,630000,2009-08-20,10,COOPS ,20,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,694,42,Residential," 520 WEST 23RD STREET, 4G                  ",10011,0,0,0,0,0,2003,2,Residential,675000,2009-12-23,10,COOPS ,23,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,717,9,Residential," 453 WEST 19 STREET, 5B                    ",10011,0,0,0,0,0,1983,2,Residential,555000,2009-12-16,10,COOPS ,16,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,720,49,Residential," 410 W 23 ST, 2D 3D                        ",10011,0,0,0,0,0,1920,2,Residential,1125000,2009-09-14,10,COOPS ,14,9,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,722,18,Residential," 433 WEST 24TH STREET, B                   ",10011,0,0,0,0,0,1920,2,Residential,370000,2009-12-29,10,COOPS ,29,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,722,20,Residential," 429 WEST 24TH STREET, 4B                  ",10011,0,0,0,0,0,1920,2,Residential,455000,2009-07-27,10,COOPS ,27,7,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,722,20,Residential," 429 WEST 24TH STREET, 4F                  ",10011,0,0,0,0,0,1920,2,Residential,360000,2009-10-07,10,COOPS ,7,10,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,722,22,Residential," 425 WEST 24TH STREET, 4D                  ",10011,0,0,0,0,0,1900,2,Residential,410000,2009-11-23,10,COOPS ,23,11,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,738,18,Residential," 331 WEST 14TH STREET, 5-A                 ",10014,0,0,0,0,0,1900,2,Residential,300000,2009-03-09,10,COOPS ,9,3,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,740,19,Residential," 325 WEST 16TH STREET, 6W                  ",10011,0,0,0,0,0,1902,2,Residential,0,2009-07-08,10,COOPS ,8,7,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,742,22,Residential," 319 WEST 18TH STREET, 5D                  ",10011,0,0,0,0,0,1928,2,Residential,550000,2009-01-26,10,COOPS ,26,1,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,742,22,Residential," 319 WEST 18TH STREET, 2B                  ",10011,0,0,0,0,0,1928,2,Residential,485000,2009-09-25,10,COOPS ,25,9,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,742,22,Residential," 319 WEST 18TH STREET, 4D                  ",10011,0,0,0,0,0,1928,2,Residential,494000,2009-12-10,10,COOPS ,10,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,742,49,Residential," 320 WEST 19TH, 4F                         ",10011,0,0,0,0,0,1900,2,Residential,425000,2009-07-15,10,COOPS ,15,7,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,744,1,Residential," 365 WEST 20TH STREET, 12A                 ",10011,0,0,0,0,0,1928,2,Residential,520000,2009-06-29,10,COOPS ,29,6,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,744,1,Residential," 365 WEST 20TH STREET, 4A                  ",10011,0,0,0,0,0,1928,2,Residential,520000,2009-08-10,10,COOPS ,10,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,744,1,Residential," 365 WEST 20TH STREET, 16B                 ",10011,0,0,0,0,0,1928,2,Residential,630000,2009-08-10,10,COOPS ,10,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,744,1,Residential," 363 WEST 20TH   STREET, 3B                ",10011,0,0,0,0,0,1928,2,Residential,595000,2009-09-18,10,COOPS ,18,9,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,744,1,Residential," 365 WEST 20TH STREET, 5C                  ",10011,0,0,0,0,0,1928,2,Residential,650000,2009-12-17,10,COOPS ,17,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,746,18,Residential," 333 WEST 22ND STREET, 4A                  ",10011,0,0,0,0,0,1910,2,Residential,475000,2009-05-20,10,COOPS ,20,5,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,746,78,Residential," 368 WEST 23RD STREET, 3F                  ",10011,0,0,0,0,0,1900,2,Residential,652500,2009-06-15,10,COOPS ,15,6,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,747,1,Residential," 350 WEST 24TH STREET, 6E                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-06-15,10,COOPS ,15,6,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,747,1,Residential," 350 WEST 24TH STREET, 16E                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-07-01,10,COOPS ,1,7,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,747,1,Residential," 350 WEST 24TH STREET, 5C                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-11-13,10,COOPS ,13,11,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,747,1,Residential," 350 WEST 24TH STREET, 9H                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-12-01,10,COOPS ,1,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,747,1,Residential," 350 WEST 24TH STREET, 6G                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-12-17,10,COOPS ,17,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,747,28,Residential," 323 WEST 23RD   STREET, 7C                ",10011,0,0,0,0,0,1926,2,Residential,1070000,2009-11-30,10,COOPS ,30,11,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 351 WEST 24TH STREET, 20H                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-08-15,10,COOPS ,15,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 351 WEST 24TH STREET, 12E                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-09-01,10,COOPS ,1,9,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 341 WEST 24TH STREET, 18E                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-08-07,10,COOPS ,7,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 341 WEST 24TH STREET, 1J                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-08-01,10,COOPS ,1,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 321 WEST 24TH STREET, 7G                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-08-14,10,COOPS ,14,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 341 WEST 24TH STREET, 9E                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-07-17,10,COOPS ,17,7,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 311 WEST 24TH STREET, 14A                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-10-01,10,COOPS ,1,10,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 341 WEST 24TH STREET, 14C                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-09-15,10,COOPS ,15,9,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 321 WEST 24TH STREET, 19D                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-10-20,10,COOPS ,20,10,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 321 WEST 24TH STREET, 15A                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-09-15,10,COOPS ,15,9,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 321 WEST 24TH STREET, 10E                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-10-20,10,COOPS ,20,10,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 341 WEST 24TH STREET, 9J                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-11-13,10,COOPS ,13,11,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 341 WEST 24TH STREET, 16E                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-11-13,10,COOPS ,13,11,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 311 WEST 24TH STREET, 9E                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-11-13,10,COOPS ,13,11,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 341 WEST 24TH STREET, 16E                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-11-13,10,COOPS ,13,11,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential,341-351 WEST 24TH                         ,10011,0,0,0,0,0,1963,2,Residential,0,2009-07-21,10,COOPS ,21,7,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 341 WEST 24TH STREET, 11H                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-12-18,10,COOPS ,18,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 351 WEST 24TH STREET, 21C                 ",10011,0,0,0,0,0,1963,2,Residential,0,2009-12-15,10,COOPS ,15,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 311 WEST 24TH STREET, 2E                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-11-13,10,COOPS ,13,11,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,748,1,Residential," 321 WEST 24TH STREET, 7B                  ",10011,0,0,0,0,0,1963,2,Residential,0,2009-12-01,10,COOPS ,1,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,749,1,Residential," 365 WEST 25TH STREET, 8H                  ",10001,0,0,0,0,0,1963,2,Residential,0,2009-06-15,10,COOPS ,15,6,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,749,1,Residential," 365 WEST 25TH STREET, 11H                 ",10001,0,0,0,0,0,1963,2,Residential,0,2009-06-15,10,COOPS ,15,6,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,749,1,Residential," 365 WEST 25TH STREET, 14A                 ",10001,0,0,0,0,0,1963,2,Residential,0,2009-10-01,10,COOPS ,1,10,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,749,1,Residential," 365 WEST 25TH STREET, 6A                  ",10001,0,0,0,0,0,1963,2,Residential,0,2009-09-29,10,COOPS ,29,9,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,749,1,Residential," 365 WEST 25TH STREET, 12G                 ",10001,0,0,0,0,0,1963,2,Residential,0,2009-11-13,10,COOPS ,13,11,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,749,1,Residential," 365 WEST 25TH STREET, 3H                  ",10001,0,0,0,0,0,1963,2,Residential,0,2009-11-16,10,COOPS ,16,11,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,749,1,Residential," 365 WEST 25TH STREET, 17H                 ",10001,0,0,0,0,0,1963,2,Residential,0,2009-12-17,10,COOPS ,17,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,749,24,Residential," 315 8TH AVE, 19F                          ",10001,0,0,0,0,0,1963,2,Residential,0,2009-08-01,10,COOPS ,1,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,749,24,Residential," 315 8TH AVENUE, 6D                        ",10001,0,0,0,0,0,1963,2,Residential,0,2009-10-01,10,COOPS ,1,10,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,749,24,Residential," 315 8TH AVENUE, 3B                        ",10001,0,0,0,0,0,1963,2,Residential,0,2009-12-17,10,COOPS ,17,12,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 280 9TH AVE, 10H                          ",10001,0,0,0,0,0,1960,2,Residential,0,2009-01-16,10,COOPS ,16,1,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 355 8TH AVE, 14J                          ",10001,0,0,0,0,0,1960,2,Residential,0,2009-05-15,10,COOPS ,15,5,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 280 9TH AVE, 19B                          ",10001,0,0,0,0,0,1960,2,Residential,0,2009-05-15,10,COOPS ,15,5,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 290 9TH AVE, 10C                          ",10001,0,0,0,0,0,1960,2,Residential,0,2009-06-15,10,COOPS ,15,6,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 340 WEST 28TH STREET, 10G                 ",10001,0,0,0,0,0,1960,2,Residential,0,2009-06-01,10,COOPS ,1,6,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 290 9TH AVE, 21B                          ",10001,0,0,0,0,0,1960,2,Residential,0,2009-06-15,10,COOPS ,15,6,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 290 9TH AVE, 17B                          ",10001,0,0,0,0,0,1960,2,Residential,0,2009-06-01,10,COOPS ,1,6,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 280 9TH AVE, 15B                          ",10001,0,0,0,0,0,1960,2,Residential,0,2009-08-01,10,COOPS ,1,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 355 8TH AVE, 21F                          ",10001,0,0,0,0,0,1960,2,Residential,0,2009-08-01,10,COOPS ,1,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 280 9TH AVE, 3A                           ",10001,0,0,0,0,0,1960,2,Residential,0,2009-07-15,10,COOPS ,15,7,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 355 8TH AVE, 14E                          ",10001,0,0,0,0,0,1960,2,Residential,0,2009-08-01,10,COOPS ,1,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 340 WEST 28TH STREET, 13F                 ",10001,0,0,0,0,0,1960,2,Residential,0,2009-10-01,10,COOPS ,1,10,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 355 8TH AVENUE, 21F                       ",10001,0,0,0,0,0,1960,2,Residential,0,2009-08-01,10,COOPS ,1,8,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 345 8TH AVENUE, 8C                        ",10001,0,0,0,0,0,1960,2,Residential,0,2009-10-20,10,COOPS ,20,10,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 355 8TH AVENUE, 20E                       ",10001,0,0,0,0,0,1960,2,Residential,0,2009-10-20,10,COOPS ,20,10,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 345 8TH AVENUE, 11B                       ",10001,0,0,0,0,0,1960,2,Residential,0,2009-09-28,10,COOPS ,28,9,2009
CHELSEA,10  COOPS - ELEVATOR APARTMENTS,2,751,1,Residential," 345 8TH AVENUE, 14C                       ",10001,0,0,0,0,0,1960,2,Residential,0,2009-11-13,10,COOPS ,13,11,2009
